true_form	predicted_form	edit_distance	normalized_edit_distance	correct_chars	consonant_errors	vowel_errors	phonotactic_valid	char_error_rate	feature_distance	normalized_feature_distance	exact_match
desɪkkatɪonɛm	dɛsikasjɔiʊmne	10	0.7142857142857143	5	3	5	True	0.7692307692307693	5.8500000000000005	0.09000000000000001	0
desɪkkarɛ	disekkara	3	0.3333333333333333	6	0	3	False	0.3333333333333333	0.4	0.008888888888888889	0
desidɛrarɛ	dezidaɾra	5	0.5	6	2	2	True	0.5	2.25	0.045	0
desɪdɪam	dezidja	4	0.5	4	2	2	True	0.5	2.25	0.05625	0
desɪŋnatɪonɛm	desiɡnaθjʊm	7	0.5384615384615384	6	3	4	True	0.5384615384615384	3.85	0.05923076923076923	0
desɪŋnarɛ	desɨgna	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.7	0.060000000000000005	0
desɪnɛntɪam	dezinɑnsa	6	0.5454545454545454	5	3	3	True	0.5454545454545454	2.9	0.05272727272727273	0
desɪstɛrɛ	dezistiɹ	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.7	0.03777777777777778	0
desolatɪonɛm	dazolasjɔna	7	0.5833333333333334	5	3	4	True	0.5833333333333334	3.3	0.055	0
desolarɛ	dezʊmlaɾa	5	0.5555555555555556	4	2	2	True	0.625	2.85	0.07125000000000001	0
despɛktarɛ	dispettaɹa	5	0.5	5	2	3	False	0.5	1.1	0.022000000000000002	0
desperatɪonɛm	dispepeɾsiona	8	0.6153846153846154	6	3	4	True	0.6153846153846154	3.6	0.055384615384615386	0
desperatʊm	despeɾadʊm	2	0.2	8	2	0	True	0.2	1.25	0.025	0
desperarɛ	despeɾae	3	0.3333333333333333	6	2	1	True	0.3333333333333333	2.2	0.04888888888888889	0
despɔnderɛ	despʊmneɾ	5	0.5	6	2	2	True	0.5	2.1	0.042	0
desponsarɛ	dispʊmzaɹa	6	0.6	4	3	3	True	0.6	1.35	0.027000000000000003	0
destɪllarɛ	distilaɹa	5	0.5	5	2	3	True	0.5	1.65	0.033	0
destɪnatɪonɛm	dɛstinasjʊm	7	0.5384615384615384	6	2	5	True	0.5384615384615384	3.5500000000000003	0.05461538461538462	0
destɪnarɛ	destinaa	3	0.3333333333333333	6	1	2	True	0.3333333333333333	1.4	0.03111111111111111	0
destɪtʊɛrɛ	destituia	5	0.5	5	1	4	True	0.5	2.0	0.04	0
destrʊktɪonɛm	destruksiona	5	0.38461538461538464	8	2	3	False	0.38461538461538464	2.05	0.031538461538461536	0
destrʊɛrɛ	destrudʒʒer	6	0.5454545454545454	6	0	3	True	0.6666666666666666	4.1	0.0911111111111111	0
desʊltorɪʊm	dezultɔjʊm	5	0.45454545454545453	6	2	3	True	0.45454545454545453	2.15	0.039090909090909086	0
desumɛrɛ	dezumeɹa	4	0.5	4	2	2	True	0.5	1.1	0.027500000000000004	0
detɛɡɛrɛ	detɛktaɾdtʃ	7	0.6363636363636364	4	2	2	True	0.875	5.15	0.12875	0
detɛntɪonɛm	detensjuna	6	0.5454545454545454	5	2	4	True	0.5454545454545454	3.05	0.05545454545454545	0
detɛrɡerɛ	detɛʁʒeɾa	4	0.4444444444444444	5	3	1	True	0.4444444444444444	2.65	0.058888888888888886	0
detɛrɪoratɪonɛm	dataɾjoɾasjɔna	10	0.6666666666666666	5	4	6	True	0.6666666666666666	6.45	0.08600000000000001	0
detɛrmɪnatɪonɛm	determinatjiʊmna	8	0.5	9	1	5	False	0.5333333333333333	3.65	0.048666666666666664	0
detɛrmɪnarɛ	deteɾminaa	5	0.45454545454545453	6	2	3	True	0.45454545454545453	2.6	0.04727272727272727	0
detɛstatɪonɛm	datastasjɔna	7	0.5384615384615384	6	2	5	True	0.5384615384615384	3.4499999999999997	0.05307692307692307	0
detɛstari	detɛstaa	2	0.2222222222222222	7	1	1	True	0.2222222222222222	1.4	0.03111111111111111	0
detɪnerɛ	detene	3	0.375	5	1	2	True	0.375	2.0	0.05	0
detrahɛrɛ	detraɹea	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.35	0.052222222222222225	0
dɛʊm	des	3	0.75	1	1	2	True	0.75	1.95	0.0975	0
dewɛnirɛ	dɨvenia	5	0.625	3	2	3	True	0.625	2.05	0.05125	0
dewɪatɪonɛm	devjasjɔna	7	0.6363636363636364	4	3	4	True	0.6363636363636364	3.9	0.07090909090909091	0
dewɪarɛ	devjaa	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.65	0.0757142857142857	0
dewɔlwɛrɛ	devʊmlveɹa	7	0.7	3	3	3	True	0.7777777777777778	2.55	0.056666666666666664	0
dewɔratɪonɛm	devoɾasjiʊna	9	0.75	4	4	4	True	0.75	4.1	0.06833333333333333	0
dewotatɪonɛm	dɨvutɐsɐʊ	10	0.8333333333333334	2	4	6	True	0.8333333333333334	4.7	0.07833333333333334	0
dewɔwerɛ	devweɾ	4	0.5	4	2	2	True	0.5	2.65	0.06625	0
dɛkstrʊm	dɛkstʁʊm	1	0.125	7	1	0	False	0.125	0.5	0.0125	0
dɛkstɛrɪtatɛm	dekteaiiata	8	0.6153846153846154	5	4	4	True	0.6153846153846154	4.8	0.07384615384615384	0
dɪabɔlɪkʊm	djabɔlʊkʊm	2	0.2	8	0	2	True	0.2	1.4	0.027999999999999997	0
dɪabɔlʊm	djaplʊm	3	0.375	5	1	2	True	0.375	2.25	0.05625	0
dɪalɛktɔn	djalɛktʊm	3	0.3333333333333333	6	1	2	True	0.3333333333333333	1.45	0.03222222222222222	0
dɪarɪʊm	djaɾjʊm	3	0.42857142857142855	4	1	2	True	0.42857142857142855	3.0	0.08571428571428572	0
dɪkakɛm	dikaθʃa	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.5	0.07142857142857142	0
dɪkɪonɛm	disjɔ	7	0.875	1	3	4	True	0.875	4.5	0.1125	0
dɪktamɛn	diktamn	2	0.25	6	0	2	True	0.25	1.0	0.025	0
dɪktamnʊm	dectamʊm	3	0.3333333333333333	6	2	1	True	0.3333333333333333	1.5	0.03333333333333333	0
dɪktɪonɛm	diksliʊmn	7	0.7777777777777778	3	2	4	False	0.7777777777777778	2.95	0.06555555555555556	0
dɪktʊm	ditʊm	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.0	0.03333333333333333	0
dɪffamatorɪʊm	difamaptɾjʊm	6	0.46153846153846156	8	2	3	False	0.46153846153846156	3.9	0.06	0
dɪffamarɛ	difamaɾa	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.4	0.05333333333333333	0
dɪffɛrrɛ	difeɾira	5	0.625	3	2	3	True	0.625	2.8	0.06999999999999999	0
dɪffidɛntɪam	deflis	9	0.75	3	5	4	True	0.75	6.7	0.11166666666666666	0
dɪfflʊɛrɛ	diffluiɹ	5	0.5555555555555556	4	1	4	False	0.5555555555555556	1.85	0.04111111111111111	0
dɪffʊndɛrɛ	difuddra	6	0.6	4	2	4	False	0.6	3.05	0.061	0
diɡɛstiwʊm	diʒɛstivʊm	2	0.2	8	2	0	True	0.2	1.0	0.02	0
dɪɡɪtalɛm	diʒitall	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.25	0.05	0
dɪɡɪtarɛ	diditaɾra	5	0.5555555555555556	4	1	3	True	0.625	2.15	0.05375	0
dɪŋnatɪonɛm	diɡntsɐʊmna	9	0.8181818181818182	4	2	5	False	0.8181818181818182	4.6	0.08363636363636363	0
dɪŋnarɛ	deɲnaa	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.65	0.04714285714285714	0
dilakɛrarɛ	dilateɾaa	5	0.5	5	3	2	True	0.5	2.85	0.057	0
dilektɪonɛm	deletsiʊmnea	8	0.6666666666666666	5	2	4	False	0.7272727272727273	2.9	0.05272727272727273	0
dilɪɡɛntɪam	dilʊʒɑnθja	6	0.5454545454545454	5	3	3	True	0.5454545454545454	3.8	0.06909090909090909	0
dilɪɡɛrɛ	diidʒerea	6	0.6666666666666666	3	2	3	True	0.75	4.15	0.10375000000000001	0
dilʊɛrɛ	diluia	4	0.5714285714285714	3	1	3	True	0.5714285714285714	2.0	0.05714285714285714	0
dimanarɛ	dimana	2	0.25	6	1	1	True	0.25	2	0.05	0
dimɛnsɪonɛm	dimansjʊna	5	0.45454545454545453	6	1	4	True	0.45454545454545453	3.0	0.05454545454545454	0
dimɪdɪʊm	demidja	5	0.625	3	1	4	True	0.625	2.6	0.065	0
dimɪnʊɛrɛ	diminuia	5	0.5555555555555556	4	1	4	True	0.5555555555555556	2.0	0.044444444444444446	0
dimɪttɛrɛ	dimiptera	4	0.4444444444444444	5	1	3	False	0.4444444444444444	0.85	0.01888888888888889	0
dɪɔnysɪakʊm	deʊmnisiakʊm	5	0.4166666666666667	7	0	4	True	0.45454545454545453	1.4	0.025454545454545452	0
dɪpʰtʰɔŋɡʊm	diptɔŋɡʊm	3	0.2727272727272727	8	2	1	False	0.2727272727272727	2.0	0.03636363636363636	0
dirɛkturam	dʁɾetyuɾa	7	0.7	4	4	2	True	0.7	5.45	0.109	0
dɪrɪmɛrɛ	diɾimia	6	0.75	2	2	4	True	0.75	2.6	0.065	0
dirʊmpɛrɛ	deʁɔmper	5	0.5555555555555556	4	1	4	True	0.5555555555555556	1.9	0.042222222222222223	0
dirʊɛrɛ	dəʁuiɾ	6	0.8571428571428571	1	2	4	True	0.8571428571428571	2.6999999999999997	0.07714285714285714	0
ditɛm	dis	3	0.6	2	2	1	True	0.6	2.25	0.09	0
dɪskɪŋɡɛrɛ	desʃiŋdre	6	0.6	4	2	4	True	0.6	2.45	0.049	0
dɪskrɛpantɪam	diskrɨpansja	5	0.38461538461538464	8	2	3	True	0.38461538461538464	2.65	0.040769230769230766	0
dɪskrɛparɛ	diskrepaɾa	4	0.4	6	1	3	True	0.4	1.6	0.032	0
dɪskretɪonɛm	diskrɨtsjana	7	0.5833333333333334	6	1	5	False	0.5833333333333334	4.2	0.07	0
dɪskrimɪnatɪonɛm	diskʁiminasjɔna	8	0.5	8	3	5	True	0.5	3.15	0.039375	0
dɪskʊrrɛrɛ	diskurer	5	0.5	5	1	4	True	0.5	2.5999999999999996	0.05199999999999999	0
dɪskʊrsiwʊm	diskuɾsivʊm	4	0.36363636363636365	7	2	2	True	0.36363636363636365	1.65	0.03	0
dɪskʊrsʊm	diskuɾsʊm	3	0.3333333333333333	6	1	2	True	0.3333333333333333	1.4	0.03111111111111111	0
dɪsɛrtʊm	dizɛrtʊm	2	0.25	6	1	1	False	0.25	0.25	0.00625	0
dɪsɪɛktarɛ	desetʃaɾ	7	0.7	4	2	4	True	0.7	3.15	0.063	0
dɪsparɛm	diʃpɐɹ	6	0.75	2	3	3	True	0.75	2.7	0.0675	0
dɪsparerɛ	dispaɾɛta	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.1	0.04666666666666667	0
dɪspararɛ	dispɐɾa	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.8	0.06222222222222222	0
dɪspartirɛ	despartiʲa	3	0.3	7	1	2	False	0.3	1.15	0.023	0
dɪspensarɛ	dispansaa	4	0.4	6	1	3	True	0.4	1.7999999999999998	0.036	0
dɪspɛrdɛrɛ	dispɛrdera	3	0.3	7	0	3	True	0.3	0.6	0.012	0
dɪspɛrirɛ	dispariʁeɾ	5	0.5	5	1	3	True	0.5555555555555556	2.1	0.04666666666666667	0
dɪspɛrɡɛrɛ	dispɛʁser	5	0.5	5	2	3	True	0.5	2.2	0.044000000000000004	0
dɪsplɪkarɛ	despeɡaɹa	6	0.6	4	3	3	True	0.6	2.15	0.043	0
dɪsponɛrɛ	dispora	4	0.4444444444444444	5	1	3	True	0.4444444444444444	2.4	0.05333333333333333	0
dɪspɔsɪtɪonɛm	dispozisjɔna	9	0.6923076923076923	4	3	6	True	0.6923076923076923	2.9	0.04461538461538461	0
dɪskwisitɪonɛm	diskizisjsina	9	0.6428571428571429	6	4	4	True	0.6428571428571429	5.15	0.07357142857142858	0
dɪssɛkarɛ	disekaɹa	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.85	0.04111111111111111	0
dɪssemɪnarɛ	diseminaɹa	5	0.45454545454545453	6	2	3	True	0.45454545454545453	1.65	0.03	0
dɪssensʊm	disɛnsʊm	3	0.3333333333333333	6	1	2	True	0.3333333333333333	1.2	0.026666666666666665	0
dɪssɛntirɛ	diseɪŋtiɹ	6	0.6	4	3	3	True	0.6	2.95	0.059000000000000004	0
dɪssɛrtatɪonɛm	diseɾtaθjʊm	9	0.6428571428571429	5	4	5	True	0.6428571428571429	5.55	0.07928571428571428	0
dɪssɪmɪlɛm	disimipl	7	0.7	4	2	4	True	0.7	3.25	0.065	0
dɪssɪmʊlatɪonɛm	disimylastɔina	9	0.6	7	2	6	True	0.6	4.800000000000001	0.06400000000000002	0
dɪssɔlwɛrɛ	disudʁ	8	0.8	2	4	4	True	0.8	4.95	0.099	0
dɪssɔnarɛ	disʊmnaɾra	5	0.5	5	1	3	True	0.5555555555555556	3.4	0.07555555555555556	0
dɪssʊaderɛ	disyader	4	0.4	6	1	3	True	0.4	2.2	0.044000000000000004	0
dɪstɛndɛrɛ	distander	4	0.4	6	0	4	False	0.4	1.6	0.032	0
dɪstɪllatɪonɛm	distilasjɔona	8	0.5714285714285714	7	3	4	True	0.5714285714285714	4.25	0.060714285714285714	0
dɪstɪŋktʊm	distinta	6	0.6	4	3	3	True	0.6	3.1	0.062	0
dɪstɔrkwerɛ	distɔɾrter	5	0.45454545454545453	7	2	2	False	0.45454545454545453	3.25	0.05909090909090909	0
dɪstɔrtɪonɛm	distursjuna	7	0.5833333333333334	5	2	5	False	0.5833333333333334	3.05	0.05083333333333333	0
dɪstraktɪonɛm	distraksjina	6	0.46153846153846156	7	2	4	False	0.46153846153846156	3.25	0.05	0
dɪstrahɛrɛ	distraʁa	5	0.5	5	2	3	True	0.5	2.9	0.057999999999999996	0
dɪstrɪktʊm	distrikta	4	0.4	6	1	3	True	0.4	1.6	0.032	0
dɪstʊrbarɛ	distuɾbaa	5	0.5	5	2	3	True	0.5	2.8	0.055999999999999994	0
dɪʊrnalɛm	duʁnala	5	0.5555555555555556	4	2	3	True	0.5555555555555556	3.3	0.07333333333333333	0
diwɛrbɪʊm	divɛrbio	4	0.4444444444444444	5	2	2	True	0.4444444444444444	1.45	0.03222222222222222	0
diwɛrtɛrɛ	divaɾtia	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.2499999999999996	0.07222222222222222	0
diweksarɛ	dɨvɐsaɹ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.1	0.06888888888888889	0
diwinatɪonɛm	divinasjɔna	6	0.5	6	3	3	True	0.5	2.9	0.04833333333333333	0
diwinarɛ	divinaa	3	0.375	5	2	1	True	0.375	1.65	0.041249999999999995	0
diwʊlɡatɪonɛm	divulɡasjɔna	7	0.5384615384615384	6	3	4	True	0.5384615384615384	3.3	0.05076923076923077	0
diwʊlɡarɛ	divulɡaa	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.05	0.04555555555555555	0
dɔktorɛm	daʊktor	4	0.5	5	1	2	True	0.5	3.2	0.08	0
dolɪʊm	dɔʎʊm	3	0.5	3	1	2	True	0.5	1.4	0.04666666666666666	0
dɔlarɛ	dula	3	0.5	3	1	2	True	0.5	2.2	0.07333333333333333	0
dɔlorosʊm	duluɾisʊm	4	0.4444444444444444	5	1	3	True	0.4444444444444444	2.0	0.044444444444444446	0
dɔlosɪtatɛm	dolozita	6	0.5454545454545454	5	3	3	True	0.5454545454545454	3.25	0.05909090909090909	0
dɔlosʊm	dulʊmzʊm	4	0.5	4	1	2	True	0.5714285714285714	1.65	0.04714285714285714	0
dɔlʊm	dɔlʊm	0	0.0	5	0	0	True	0.0	0	0.0	1
dɔmɛstɪkʊm	dumɛstikʊm	2	0.2	8	0	2	True	0.2	0.19999999999999996	0.003999999999999999	0
dɔmɪkɪlɪʊm	domitilja	7	0.7	3	2	5	True	0.7	2.85	0.057	0
dɔmɪnɪkalɛm	dominikala	5	0.45454545454545453	6	1	4	True	0.45454545454545453	1.4	0.025454545454545452	0
dɔmɪnɪʊm	duminjʊm	3	0.375	5	0	3	True	0.375	1.2	0.03	0
dɔmarɛ	dumaɾa	3	0.5	3	1	2	True	0.5	1.6	0.05333333333333334	0
donʊm	dʊmna	4	0.8	3	1	1	True	0.8	2.45	0.098	0
dɔrmitarɛ	doɾmitaa	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.4	0.05333333333333333	0
dɔrmitorɪʊm	dʊmrmitrɾoʊ	6	0.5454545454545454	7	1	3	False	0.5454545454545454	3.8	0.06909090909090909	0
dotatɪonɛm	dʊmtasjiʊmna	9	0.75	4	2	4	False	0.9	4.9	0.098	0
dotarɛ	dwtaa	3	0.5	3	1	2	True	0.5	2.4	0.08	0
drakɔntɪʊm	dɾakʊmnθjʊm	5	0.45454545454545453	6	2	2	True	0.5	3.45	0.069	0
drappʊm	drapellʊm	3	0.3333333333333333	6	1	0	True	0.42857142857142855	2.75	0.07857142857142857	0
dʊbɪɛtatɛm	dubbjeta	7	0.7	4	2	4	False	0.7	4.949999999999999	0.09899999999999999	0
dʊbɪosʊm	devjaʊs	6	0.75	2	3	3	True	0.75	4.0	0.1	0
dʊbɪtatɪonɛm	dybptasjona	6	0.5	6	2	4	False	0.5	3.85	0.06416666666666666	0
dʊbɪtarɛ	dubitaa	4	0.5	4	1	3	True	0.5	1.7999999999999998	0.045	0
dʊbɪʊm	dubia	4	0.6666666666666666	2	1	3	True	0.6666666666666666	2.0	0.06666666666666667	0
dʊkatʊm	dukata	3	0.42857142857142855	4	1	2	True	0.42857142857142855	2.0	0.05714285714285714	0
dʊkɛntos	deetɪɛntʊmsa	7	0.5833333333333334	5	1	2	True	0.875	4.85	0.12125	0
dukɛrɛ	-duter	4	0.6666666666666666	3	1	2	True	0.5	2.45	0.08166666666666668	0
dʊktɪonɛm	dutʃa	7	0.7777777777777778	2	3	4	True	0.7777777777777778	5.55	0.12333333333333332	0
dʊktʊm	duptʊm	2	0.3333333333333333	4	1	1	False	0.3333333333333333	0.65	0.021666666666666667	0
dulkamaram	dulkamaɾa	2	0.2	8	2	0	True	0.2	2.0	0.04	0
dʊlkɪfɛrʊm	duwsifɨɾʊ	7	0.7	3	4	3	True	0.7	3.8	0.076	0
dʊlkɪfɪkarɛ	dulsifikaɾa	6	0.5454545454545454	5	2	4	True	0.5454545454545454	2.3	0.04181818181818182	0
dʊlkɪlɔkwʊm	duwsilukwʊ	6	0.5454545454545454	5	3	3	True	0.5454545454545454	2.5999999999999996	0.047272727272727265	0
dʊlkɪsɔnʊm	dulsisʊmnʊm	5	0.45454545454545453	6	1	3	True	0.5	2.1	0.042	0
dʊlkɪtudɪnɛm	deltʃitudine	7	0.5833333333333334	6	2	4	True	0.5833333333333334	2.8499999999999996	0.047499999999999994	0
dʊlkorɛm	dulœʁaɾa	6	0.75	2	3	3	True	0.75	4.699999999999999	0.11749999999999998	0
dʊplɪkɛm	duplitʃe	5	0.625	3	2	3	True	0.625	2.65	0.06625	0
dʊplʊm	dublʊm	2	0.3333333333333333	4	1	1	True	0.3333333333333333	0.65	0.021666666666666667	0
durakɪnʊm	duʁasʃina	6	0.6666666666666666	4	3	2	True	0.6666666666666666	3.6	0.08	0
duramɛn	dyʁamɛn	2	0.2857142857142857	5	1	1	True	0.2857142857142857	0.9	0.025714285714285714	0
duratɪonɛm	duɾatsiʊmna	7	0.6363636363636364	5	2	3	False	0.7	4.45	0.08900000000000001	0
durarɛ	duɾaa	3	0.5	3	2	1	True	0.5	2.4	0.08	0
durʊm	durʊm	0	0.0	5	0	0	True	0.0	0	0.0	1
ɛbɔrɛʊm	evwriʊm	4	0.5714285714285714	3	1	3	True	0.5714285714285714	1.65	0.04714285714285714	0
ebrɪakʊm	evʁɛakɣʊm	4	0.4444444444444444	5	2	1	True	0.5	1.95	0.04875	0
ebrɪɛtatɛm	abʁiɨtada	7	0.7	3	3	4	True	0.7	2.95	0.059000000000000004	0
ebrɪʊm	ɛbbriʊm	3	0.42857142857142855	4	0	2	False	0.5	1.2	0.04	0
ɛbʊlʊm	abblʊm	2	0.3333333333333333	4	0	2	False	0.3333333333333333	1.4	0.04666666666666666	0
ɛbʊr	ivoio	5	1.0	0	2	2	True	1.25	2.65	0.1325	0
ɛbʊrnɛʊm	aburneʊm	3	0.375	5	0	3	False	0.375	1.0	0.025	0
ɛkklesɪam	iɣlɛzɐaia	8	0.8888888888888888	2	4	3	True	0.8888888888888888	4.55	0.10111111111111111	0
ɛklipsɛm	eklepsa	4	0.5	4	1	3	False	0.5	1.6	0.04	0
edɪktɪonɛm	adiksjɔ	8	0.8	2	3	5	False	0.8	4.65	0.09300000000000001	0
edɪktʊm	ediptʊm	2	0.2857142857142857	5	1	1	False	0.2857142857142857	0.25	0.007142857142857143	0
ɛffɛktiwʊm	efɨktiβʊm	4	0.4	6	2	2	True	0.4	2.35	0.047	0
ɛffemɪnarɛ	efemnnara	4	0.4	6	1	3	False	0.4	2.6	0.052000000000000005	0
ɛffɛrweskɛrɛ	efeɾβeseɹ	9	0.75	3	5	4	True	0.75	5.6000000000000005	0.09333333333333334	0
ɛffɪkakɪtatɛm	afikaθcta	8	0.6153846153846154	5	4	4	True	0.6153846153846154	5.800000000000001	0.08923076923076924	0
ɛffɪkakɛm	efikastʃa	7	0.7777777777777778	3	3	3	True	0.7777777777777778	4.45	0.09888888888888889	0
ɛffɪkɛrɛ	efɛktwa	6	0.75	2	2	4	True	0.75	3.3	0.08249999999999999	0
ɛffɪŋɡɛrɛ	effindʒera	7	0.7	3	2	4	False	0.7777777777777778	3.0500000000000003	0.06777777777777778	0
ɛfflʊɛrɛ	efluiɹa	6	0.75	2	2	4	True	0.75	2.4499999999999997	0.06124999999999999	0
ɛffrɪkarɛ	ʃfɹɨɡaɹ	7	0.7777777777777778	2	4	3	True	0.7777777777777778	3.45	0.07666666666666667	0
ɛffʊndɛrɛ	efunder	5	0.5555555555555556	4	1	4	False	0.5555555555555556	2.8	0.06222222222222222	0
eɡrɛdi	eɣɾesaɾ	6	0.8571428571428571	1	3	2	True	1.0	3.85	0.12833333333333333	0
eɡrɛɡɪʊm	eɡredʒio	5	0.625	3	2	3	True	0.625	3.15	0.07875	0
elatɪonɛm	alasliʊmn	7	0.7777777777777778	3	2	4	True	0.7777777777777778	3.3499999999999996	0.07444444444444444	0
elektɪonɛm	eleksjʊmna	6	0.6	5	2	3	False	0.6	3.7	0.07400000000000001	0
ɛlɛemɔsynam	omɔnsina	7	0.6363636363636364	5	2	4	True	0.6363636363636364	5.15	0.09363636363636364	0
elɛɡantɛm	eeɣantɨ	5	0.5555555555555556	4	3	2	True	0.5555555555555556	3.35	0.07444444444444445	0
ɛlɛŋkʰʊm	elɛnkʊm	3	0.375	5	2	1	True	0.375	1.7	0.042499999999999996	0
ɛlɛpʰantɪnʊm	elefɑntɛnʊm	6	0.5	6	2	4	True	0.5	2.05	0.034166666666666665	0
elɛwarɛ	elevaa	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.85	0.05285714285714286	0
elidɛrɛ	eledera	3	0.42857142857142855	4	0	3	True	0.42857142857142855	0.6	0.017142857142857144	0
elɪmɪnatɪonɛm	eiminatsiʊmne	9	0.6923076923076923	6	2	5	False	0.6923076923076923	4.4	0.0676923076923077	0
elimɪnarɛ	eleminara	3	0.3333333333333333	6	0	3	True	0.3333333333333333	0.4	0.008888888888888889	0
elɪksʊm	lɛxʊm	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.45	0.07	0
ɛllipsɪn	ɛliissa	4	0.5	4	3	1	False	0.5	2.9	0.0725	0
ɛllykʰnɪʊm	lymiɲʊmlʊm	8	0.8	4	4	2	True	0.8	5.45	0.109	0
elɔkʊtɪonɛm	alɛkysjɔ	9	0.8181818181818182	2	3	6	True	0.8181818181818182	5.45	0.09909090909090909	0
elɔŋɡatɪonɛm	oloŋɡatsjana	7	0.5833333333333334	6	1	5	False	0.5833333333333334	4.6	0.07666666666666666	0
elɔŋɡarɛ	aluŋɡaɹa	4	0.5	4	1	3	True	0.5	1.25	0.03125	0
elɔkwɪʊm	elɔkwjʊm	1	0.125	7	0	1	True	0.125	1.0	0.025	0
elukʊbrarɛ	elukubraa	3	0.3	7	1	2	True	0.3	1.7999999999999998	0.036	0
eludɛrɛ	eludia	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.6	0.045714285714285714	0
elʊɛrɛ	elua	4	0.6666666666666666	2	1	3	True	0.6666666666666666	2.8	0.09333333333333332	0
ɛmakɪtatɛm	emasita	6	0.6	4	3	3	True	0.6	3.7	0.07400000000000001	0
emaŋkɪpatɪonɛm	emaniipsɔsiona	9	0.6428571428571429	6	4	4	False	0.6428571428571429	4.75	0.06785714285714285	0
ɛmbɔlʊm	embʊmlʊm	3	0.375	5	0	2	True	0.42857142857142855	1.4	0.04	0
emɛndarɛ	emendaa	3	0.375	5	1	2	False	0.375	1.6	0.04	0
emɛrɡɛrɛ	amɛɾʒeɹa	6	0.75	2	3	3	True	0.75	2.9999999999999996	0.07499999999999998	0
emɪssɪonɛm	amisjɔ	8	0.8	2	3	5	True	0.8	5.15	0.10300000000000001	0
emɪttɛrɛ	emɛtra	4	0.5	4	1	3	True	0.5	2.6	0.065	0
emɔlʊmɛntʊm	amolumentʊ	5	0.45454545454545453	6	1	4	True	0.45454545454545453	2.0	0.03636363636363636	0
emɔwerɛ	amuvwra	5	0.7142857142857143	3	0	4	True	0.7142857142857143	2.25	0.06428571428571428	0
emʊlɡerɛ	emulxeɾ	4	0.5	4	2	2	True	0.5	2.3	0.057499999999999996	0
emʊndarɛ	amɔda	5	0.625	3	2	3	True	0.625	3.6	0.09	0
emʊŋɡɛrɛ	emundʒer	6	0.75	3	2	3	False	0.75	3.8499999999999996	0.09624999999999999	0
enarratɪonɛm	enarratiʊmne	5	0.4166666666666667	8	1	3	True	0.4166666666666667	2.4	0.04	0
ɛŋkomɪʊm	enkʊmmjʊm	5	0.5555555555555556	4	1	3	False	0.625	2.9	0.0725	0
enɛkarɛ	anɨɣa	5	0.7142857142857143	2	2	3	True	0.7142857142857143	3.3	0.09428571428571428	0
enɛrwarɛ	aneɾvaa	6	0.75	2	3	3	True	0.75	3.25	0.08125	0
ɛns	ɛntɨ	2	0.5	2	1	0	True	0.6666666666666666	1.25	0.08333333333333333	0
ɛntʰusɪasten	entusjasta	5	0.4166666666666667	7	2	3	True	0.4166666666666667	3.6	0.060000000000000005	0
enʊmɛrarɛ	anumeʁa	6	0.6666666666666666	3	2	4	True	0.6666666666666666	3.5	0.07777777777777778	0
ɛpʰebʊm	afɛb	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.8499999999999996	0.10999999999999999	0
ɛpɪɡlottɪdɛm	eplɡlɔctida	7	0.5833333333333334	5	2	5	True	0.5833333333333334	3.1	0.051666666666666666	0
ɛpɪskɔpatʊm	epskoadʊm	5	0.45454545454545453	6	2	3	False	0.45454545454545453	2.45	0.04454545454545455	0
ɛpɪstɔlam	epistulɐ	5	0.5555555555555556	4	1	4	True	0.5555555555555556	1.5999999999999999	0.035555555555555556	0
ɛpɔptʊm	epoptʊm	2	0.2857142857142857	5	0	2	False	0.2857142857142857	0.19999999999999996	0.005714285714285713	0
ɛkwam	jɛpwa	3	0.6	3	2	0	True	0.6	2.25	0.09	0
ɛremitɪkʊm	remitikʊm	2	0.2	8	0	2	True	0.2	1.0	0.02	0
ɛremʊm	ɛeɾmʊm	2	0.3333333333333333	5	1	0	True	0.3333333333333333	1.4	0.04666666666666666	0
ɛrɡastʊlʊm	eɾɡastulʊm	3	0.3	7	1	2	True	0.3	1.6	0.032	0
