true_form	predicted_form	edit_distance	normalized_edit_distance	correct_chars	consonant_errors	vowel_errors	phonotactic_valid	char_error_rate	feature_distance	normalized_feature_distance	exact_match
aʊksɪlɪarɛm	oɣziljeʁ	10	0.9090909090909091	1	4	6	True	0.9090909090909091	5.15	0.09363636363636364	0
aʊksɪlɪarɪʊm	uziliario	9	0.75	3	3	6	True	0.75	3.8499999999999996	0.06416666666666666	0
aʊksɪlɪʊm	awzilio	7	0.7777777777777778	2	3	4	True	0.7777777777777778	3.2	0.07111111111111111	0
awam	ava	2	0.5	2	2	0	True	0.5	1.25	0.0625	0
awenam	avena	2	0.3333333333333333	4	2	0	True	0.3333333333333333	1.25	0.041666666666666664	0
awɛrsɪonɛm	aversjune	6	0.6	4	2	4	False	0.6	2.8499999999999996	0.056999999999999995	0
awɛrsʊm	aβjeso	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.6500000000000004	0.1042857142857143	0
awɪam	ajœl	4	0.8	1	2	2	True	0.8	2.15	0.086	0
awɪkɛllam	aβeθiʎa	7	0.7777777777777778	2	5	2	True	0.7777777777777778	4.45	0.09888888888888889	0
awɪdɪtatɛm	aviʤde	9	0.9	2	4	4	True	0.9	5.2	0.10400000000000001	0
awɛm	avvizo	5	0.8333333333333334	1	2	1	False	1.25	2.95	0.14750000000000002	0
awɪʊm	avjʊ	3	0.6	2	2	1	True	0.6	2.25	0.09	0
awɔkatɪonɛm	avogatsione	7	0.6363636363636364	5	3	3	False	0.6363636363636364	2.7	0.049090909090909095	0
awɔkarɛ	avokare	3	0.42857142857142855	4	1	2	True	0.42857142857142855	0.44999999999999996	0.012857142857142855	0
awʊŋkʊlʊm	unk	8	0.8888888888888888	1	4	4	True	0.8888888888888888	6.9	0.15333333333333335	0
awʊm	ɐvo	4	1.0	0	2	2	True	1.0	1.65	0.08249999999999999	0
awʊlʊm	ajœl	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.65	0.08833333333333333	0
aksɛm	asse	3	0.6	2	2	1	False	0.6	1.7	0.068	0
bakam	ka	3	0.6	2	2	1	True	0.6	3	0.12	0
bakkalaʊrɛatʊm	batʃiʎeɾato	10	0.7142857142857143	4	5	5	True	0.7142857142857143	5.35	0.07642857142857143	0
bakkalaʊrɛʊm	βɐʃɐɾel	12	1.0	1	5	6	True	1.0	7.250000000000001	0.12083333333333335	0
bakʊlʊm	bagolo	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.65	0.04714285714285714	0
badɪʊm	baio	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.2	0.07333333333333333	0
bajʊlarɛ	βɐʒulaɹ	6	0.75	2	3	3	True	0.75	3.1	0.0775	0
bajʊlʊm	bajeɾə	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.8	0.08	0
balbarɛ	balbare	1	0.14285714285714285	6	0	1	True	0.14285714285714285	0.19999999999999996	0.005714285714285713	0
balbʊm	bobʊ	3	0.5	3	2	1	True	0.5	2.6	0.08666666666666667	0
balbutirɛ	balbettare	4	0.4	6	0	3	False	0.4444444444444444	2.2	0.04888888888888889	0
ballaɪnam	balena	4	0.4444444444444444	5	2	2	True	0.4444444444444444	3.0	0.06666666666666667	0
balnɛarɪʊm	balneaɾjo	5	0.5	5	2	3	False	0.5	3.4000000000000004	0.068	0
balnɛʊm	baje	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.7	0.10571428571428572	0
balarɛ	βɐlaɹ	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.2	0.07333333333333333	0
baltɛʊm	baldeo	4	0.5714285714285714	3	2	2	True	0.5714285714285714	1.65	0.04714285714285714	0
baltɪkʊm	baltiɣo	4	0.5	4	2	2	True	0.5	1.7	0.042499999999999996	0
baptɪsmʊm	βaddezimo	8	0.8888888888888888	2	5	2	False	0.8888888888888888	3.95	0.08777777777777779	0
baptɪstam	batist	4	0.4444444444444444	5	2	2	True	0.4444444444444444	3.0	0.06666666666666667	0
baptɪsterɪʊm	battsstero	5	0.4166666666666667	7	2	3	False	0.4166666666666667	3.45	0.0575	0
baratʰrʊm	baɾatɾo	5	0.5555555555555556	4	4	1	True	0.5555555555555556	4.2	0.09333333333333334	0
barbarɪsmʊm	barbarizmo	4	0.36363636363636365	7	2	2	True	0.36363636363636365	1.45	0.026363636363636363	0
barbarizzarɛ	baʁbaʁize	6	0.5	6	4	2	True	0.5	4.2	0.07	0
barbatʊm	barbato	2	0.25	6	1	1	True	0.25	1.2	0.03	0
barbʊlam	barbula	2	0.25	6	1	1	True	0.25	1.4	0.034999999999999996	0
barkam	baʁʒ	4	0.6666666666666666	2	3	1	True	0.6666666666666666	3.0	0.1	0
bardʊm	bard	2	0.3333333333333333	4	1	1	True	0.3333333333333333	2	0.06666666666666667	0
barytɔnʊm	βɐɾitunʊ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.3499999999999996	0.07444444444444444	0
basɪlɪkam	bazilikə	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.65	0.03666666666666667	0
basɪlɪkʊm	baziliɣ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	2.75	0.06111111111111111	0
basɪlɪskʊm	bazilik	6	0.6	4	3	3	True	0.6	3.25	0.065	0
basɪarɛ	beɪʒaɹ	5	0.7142857142857143	3	2	2	True	0.7142857142857143	3.65	0.10428571428571429	0
basɛm	baze	3	0.6	2	2	1	True	0.6	1.45	0.057999999999999996	0
basɪʊm	batʃo	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.45	0.08166666666666668	0
bassarɪskʊm	bazzarizɣo	7	0.6363636363636364	4	5	2	False	0.6363636363636364	2.45	0.04454545454545455	0
bassʊm	baxo	4	0.6666666666666666	2	3	1	True	0.6666666666666666	2.45	0.08166666666666668	0
bastɛrnam	basterna	2	0.2222222222222222	7	1	1	False	0.2222222222222222	1.2	0.026666666666666665	0
bɛatʊm	βeato	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.15	0.07166666666666667	0
bɛllɪkʊm	βeʎiɣo	8	1.0	0	5	3	True	1.0	4.65	0.11625	0
bɛllɪɡɛrʊm	belixeɾo	8	0.8	2	4	4	True	0.8	4.1	0.08199999999999999	0
bɛllɪɡɛrarɛ	βeliʒeʁe	10	0.9090909090909091	1	5	5	True	0.9090909090909091	5.550000000000001	0.10090909090909092	0
bɛllʊm	βe	6	1.0	0	4	2	True	1.0	4.95	0.165	0
belwam	belva	2	0.3333333333333333	4	2	0	True	0.3333333333333333	1.25	0.041666666666666664	0
bɛnɛdikɛrɛ	βeneʤre	8	0.8	2	3	5	True	0.8	4.65	0.09300000000000001	0
bɛnɛdɪktɪonɛm	beneʤðzione	9	0.6923076923076923	4	4	5	True	0.6923076923076923	4.6	0.07076923076923076	0
bɛnɛdɪktʊm	benedetto	6	0.6	4	2	4	False	0.6	1.8499999999999999	0.037	0
bɛnɛfakɛrɛ	βenefare	6	0.6	4	2	4	True	0.6	3.3499999999999996	0.06699999999999999	0
bɛnɛfɪkɪʊm	βenefiðʃo	8	0.8	2	3	5	True	0.8	4.1	0.08199999999999999	0
bɛnɛfɪkʊm	βenefig	7	0.7777777777777778	2	3	4	True	0.7777777777777778	3.4	0.07555555555555556	0
bɛnɛwɔlɛntɪam	βeneβolenθja	9	0.6923076923076923	4	4	5	True	0.6923076923076923	4.35	0.06692307692307692	0
bɛnɛwɔlʊm	beneβolo	6	0.6666666666666666	3	2	4	True	0.6666666666666666	2.3499999999999996	0.05222222222222221	0
bɛnɪŋnʊm	beniɲɲo	6	0.75	2	3	3	True	0.75	2.15	0.05375	0
bɛnnam	βen	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.95	0.13166666666666668	0
bɛrʊlam	βeʁl	6	0.8571428571428571	1	3	3	True	0.8571428571428571	4.45	0.12714285714285714	0
beryllʊm	beɾilʊ	4	0.5	4	3	1	True	0.5	3.2	0.08	0
bestɪam	βiʃɐ	7	1.0	0	4	3	True	1.0	4.2	0.12000000000000001	0
bestɪarɪʊm	βestjario	5	0.5	5	2	3	True	0.5	2.95	0.059000000000000004	0
bestɪɔlam	βestsola	4	0.4444444444444444	5	2	2	False	0.4444444444444444	2.75	0.06111111111111111	0
betam	βjeta	3	0.6	3	2	0	True	0.6	2.5	0.1	0
bɛtʊlam	betulə	4	0.5714285714285714	3	1	3	True	0.5714285714285714	2.0	0.05714285714285714	0
bɪbɪtorɛm	βəutor	6	0.6666666666666666	3	3	3	True	0.6666666666666666	4.55	0.10111111111111111	0
bɪblɪɔpolam	bibliobola	5	0.45454545454545453	6	2	3	True	0.45454545454545453	1.25	0.022727272727272728	0
bɪblɪɔtʰekarɪʊm	bibliodeɣeʁ	11	0.7333333333333333	4	5	6	True	0.7333333333333333	5.25	0.07	0
bɪɛnnɛm	βjene	6	0.8571428571428571	1	3	3	True	0.8571428571428571	4.15	0.11857142857142858	0
bɪɛnnɪʊm	βjenjo	7	0.875	1	3	4	True	0.875	4.65	0.11625	0
bɪfʊrkʊm	βifuɾɣaɾze	9	0.9	1	4	3	True	1.125	5.75	0.14375	0
biɡam	βiɡə	3	0.6	2	2	1	True	0.6	2.15	0.086	0
bilɛm	βile	3	0.6	2	2	1	True	0.6	1.95	0.078	0
bimʊm	βimʊ	2	0.4	3	2	0	True	0.4	1.75	0.07	0
bɪwɪʊm	βivio	6	1.0	0	3	3	True	1.0	2.2	0.07333333333333333	0
bladʊm	βjada	4	0.6666666666666666	2	3	1	True	0.6666666666666666	2.85	0.095	0
blaɪsʊm	blezo	5	0.7142857142857143	2	2	3	True	0.7142857142857143	2.45	0.07	0
blandiri	blɑʤʁ	6	0.75	2	3	3	True	0.75	4.45	0.11125	0
blandɪtɪam	blanʤðzia	5	0.5	5	3	2	True	0.5	3.25	0.065	0
blandʊm	blando	2	0.2857142857142857	5	1	1	False	0.2857142857142857	1.2	0.03428571428571429	0
blaspʰemarɛ	blestema	5	0.45454545454545453	6	3	2	True	0.45454545454545453	3.65	0.06636363636363636	0
blatɛrarɛ	bladerare	3	0.3333333333333333	6	1	2	True	0.3333333333333333	0.6499999999999999	0.014444444444444442	0
blattam	βɐɾatɐ	6	0.8571428571428571	2	4	1	True	0.8571428571428571	4.15	0.11857142857142858	0
blɪtʊm	blet	3	0.5	3	1	2	True	0.5	2.0	0.06666666666666667	0
bɔarɪʊm	βoar	5	0.7142857142857143	2	2	3	True	0.7142857142857143	3.75	0.10714285714285714	0
bɔatʊm	βuatʊ	3	0.5	3	2	1	True	0.5	1.95	0.065	0
boletʊm	βuɾede	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.6	0.10285714285714286	0
bɔmbardam	bbaɾəðɐ	6	0.6666666666666666	3	4	2	False	0.6666666666666666	4.9	0.1088888888888889	0
bɔmbʊm	bombo	3	0.5	3	1	2	True	0.5	1.2	0.04	0
bɔmbykɛm	bombiθe	5	0.625	3	2	3	True	0.625	1.9	0.0475	0
bɔraɡɪnɛm	βorradʒine	8	0.8	3	3	3	True	0.8888888888888888	4.7	0.10444444444444445	0
bɔskʊm	βosget	5	0.8333333333333334	1	3	2	True	0.8333333333333334	2.15	0.07166666666666667	0
bɔtɛllʊm	βude	8	1.0	0	5	3	True	1.0	5.4	0.135	0
bɔtʊlʊm	botulino	5	0.625	3	1	3	True	0.7142857142857143	2.05	0.058571428571428566	0
bɔwarɪʊm	βoar	6	0.75	2	3	3	True	0.75	4.75	0.11875	0
brakam	bratʃe	3	0.5	3	2	1	True	0.5	2.25	0.075	0
brakas	βɾaɣas	3	0.5	3	3	0	True	0.5	2.25	0.075	0
brakatʊm	βɹɐɡadʊ	6	0.75	2	5	1	True	0.75	2.95	0.07375000000000001	0
braŋkam	βʁɑʃ	7	1.0	0	5	2	True	1.0	4.95	0.14142857142857143	0
brɛwɛm	breve	4	0.6666666666666666	2	2	2	True	0.6666666666666666	1.65	0.055	0
brɛwɪtatɛm	βɾeβeðað	9	0.9	1	6	3	True	0.9	5.45	0.109	0
brɪtannɪkʊm	britaniɣo	6	0.5454545454545454	5	3	3	True	0.5454545454545454	2.7	0.049090909090909095	0
brɔkkʊm	βʁoʃ	7	1.0	0	5	2	True	1.0	4.75	0.1357142857142857	0
brukʰʊm	βɹuɣʊ	5	0.7142857142857143	2	5	0	True	0.7142857142857143	3.5	0.1	0
bubalʊm	bufalo	3	0.42857142857142855	4	2	1	True	0.42857142857142855	1.7	0.04857142857142857	0
bubonɛm	buo	4	0.5714285714285714	3	3	1	True	0.5714285714285714	4	0.11428571428571428	0
bubonɪkʊm	byboniɣ	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.9	0.06444444444444444	0
bʊbʊlkʊm	βifolɣo	7	0.875	1	4	3	True	0.875	3.55	0.08875	0
bʊkkɛllam	βudʃea	8	0.8888888888888888	1	6	2	True	0.8888888888888888	5.35	0.11888888888888888	0
bʊkkʊlam	βuɣle	7	0.875	1	4	3	True	0.875	5.05	0.12625	0
bukɪnam	βudʃin	6	0.8571428571428571	2	3	2	True	0.8571428571428571	3.65	0.10428571428571429	0
bukɪnarɛ	βudʃʃinare	6	0.6	4	2	2	True	0.75	3.45	0.08625000000000001	0
bukɪnʊm	βudʃine	6	0.8571428571428571	2	3	2	True	0.8571428571428571	3.65	0.10428571428571429	0
bʊllam	bulə	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.8	0.09333333333333332	0
bʊllirɛ	βoʎire	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.1500000000000004	0.09000000000000001	0
bʊram	bure	3	0.6	2	1	2	True	0.6	1.8	0.07200000000000001	0
bʊrɡrawɪʊm	burɡravio	5	0.5	5	2	3	True	0.5	1.85	0.037000000000000005	0
bʊrram	bora	3	0.5	3	2	1	True	0.5	2.2	0.07333333333333333	0
bʊrrɪkʊm	buʁʊ	6	0.75	2	4	2	True	0.75	4.9	0.12250000000000001	0
bʊrsam	βoaʃə	6	1.0	1	4	1	True	1.0	3.6	0.12000000000000001	0
bʊrsarɪʊm	βorsaio	6	0.6666666666666666	3	3	3	False	0.6666666666666666	3.15	0.06999999999999999	0
bʊrsɪformɛm	βyʁzifoʁm	8	0.7272727272727273	3	5	3	True	0.7272727272727273	4.2	0.07636363636363637	0
butyrʊm	βœʁ	7	1.0	0	4	3	True	1.0	5.2	0.14857142857142858	0
bʊksʊm	βugzəw	6	1.0	0	4	2	True	1.0	2.3	0.07666666666666666	0
kaballarɪʊm	ɣavaliere	7	0.6363636363636364	4	4	3	True	0.6363636363636364	4.15	0.07545454545454545	0
kakabʊm	ɣaɣaβo	5	0.7142857142857143	2	4	1	True	0.7142857142857143	2.95	0.0842857142857143	0
kakʰɪnnarɛ	kɐʃinaɹ	7	0.7	3	4	3	True	0.7	3.95	0.079	0
kakumɛn	ɣaɣe	6	0.8571428571428571	1	4	2	True	0.8571428571428571	4.2	0.12000000000000001	0
kadawɛr	kaðaβeɾ	4	0.5714285714285714	3	3	1	True	0.5714285714285714	2.2	0.06285714285714286	0
kadukʊm	ɣaduɣo	4	0.5714285714285714	3	3	1	True	0.5714285714285714	2.2	0.06285714285714286	0
kaɪkɪtatɛm	seside	10	1.0	0	5	5	True	1.0	5.45	0.109	0
kaɪkarɛ	zɨɡaɹ	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.7	0.10571428571428572	0
kaɪkʊm	zeɡʊ	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.25	0.10833333333333334	0
kaɪlɪbɛm	ðʃeliβe	7	0.875	1	3	4	True	0.875	3.7	0.0925	0
kaɪlɛstɪalɛm	tʃelestjale	7	0.5833333333333334	5	2	5	True	0.5833333333333334	3.6500000000000004	0.060833333333333336	0
kaɪlɪkʊm	zeliɣʊ	6	0.75	2	3	3	True	0.75	3.25	0.08125	0
kaɪmɛntʊm	ʃemento	6	0.6666666666666666	3	2	4	True	0.6666666666666666	2.9	0.06444444444444444	0
kaɪnʊm	θjeno	5	0.8333333333333334	1	2	3	True	0.8333333333333334	2.7	0.09000000000000001	0
kaɪpam	ðʃeabə	6	1.0	1	3	2	True	1.0	3.9499999999999997	0.13166666666666665	0
kaɪparɪʊm	ðʃebar	7	0.7777777777777778	2	3	4	True	0.7777777777777778	5.0	0.1111111111111111	0
kaɪrɪmonɪalɛm	θeɾemonjal	8	0.6153846153846154	5	3	5	True	0.6153846153846154	5.3	0.08153846153846153	0
kaɪrʊlɛʊm	θeɾuleo	8	0.8888888888888888	1	3	5	True	0.8888888888888888	4.1	0.0911111111111111	0
kaɪspɪtɛm	dʃespide	7	0.7777777777777778	2	3	4	True	0.7777777777777778	2.95	0.06555555555555556	0
kajam	ɣɐʒadʊ	5	0.8333333333333334	1	3	1	True	1.0	2.7	0.10800000000000001	0
kalamɛllʊm	ɣaɾameʎo	7	0.7	3	5	2	True	0.7	4.9	0.098	0
kalamɪstrʊm	ɣɐlɐmiʃðɹʊ	8	0.7272727272727273	3	5	3	True	0.7272727272727273	2.9	0.05272727272727273	0
kalamɪtatɛm	galamidade	6	0.5454545454545454	5	4	2	True	0.5454545454545454	1.95	0.035454545454545454	0
kalamɪtosʊm	ɣalamitoso	4	0.36363636363636365	7	2	2	True	0.36363636363636365	1.7	0.030909090909090907	0
kalamʊm	kalamo	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.2	0.03428571428571429	0
kalkanɛʊm	ɣəlɣyj	8	0.8888888888888888	1	4	4	True	0.8888888888888888	5.1000000000000005	0.11333333333333334	0
kalkarɪʊm	ɣalɣeʁ	7	0.7777777777777778	2	4	3	True	0.7777777777777778	4.5	0.1	0
kalkɛarɪʊm	ɣaltsare	6	0.6	4	3	3	False	0.6	3.75	0.075	0
kalkɛʊm	ɣɑlsɐ	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.6	0.10285714285714286	0
kalkʊlatɪonɛm	ɣɑlɣulɐzɐʊ	11	0.8461538461538461	2	5	6	True	0.8461538461538461	5.8999999999999995	0.09076923076923075	0
kalkʊlʊm	ɣalɣul	5	0.625	3	3	2	True	0.625	3.4	0.08499999999999999	0
kalɛfakɛrɛ	ʃofe	9	0.9	1	4	5	True	0.9	7.3	0.146	0
kalɛfaktɪonɛm	ɣalefaɣtsie	8	0.6153846153846154	5	4	4	False	0.6153846153846154	4.9	0.07538461538461538	0
kalɛntɛm	ɣaljende	6	0.75	3	3	2	False	0.75	3.15	0.07875	0
kalerɛ	kalere	1	0.16666666666666666	5	0	1	True	0.16666666666666666	0.19999999999999996	0.006666666666666665	0
kaleskɛrɛ	ɐɣɨzeɹ	9	1.0	1	5	3	True	1.0	4.6	0.10222222222222221	0
kalɪdɪtatɛm	ɣaliʤde	9	0.8181818181818182	3	4	4	True	0.8181818181818182	5.45	0.09909090909090909	0
kalɪɡam	kaliɡa	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.0	0.02857142857142857	0
kaliɡɪnosʊm	ɣaliðʒinozo	7	0.6363636363636364	5	4	2	True	0.6363636363636364	3.7	0.06727272727272728	0
kaliɡɪnɛm	ɣaliðʒine	6	0.6666666666666666	4	3	2	True	0.6666666666666666	3.45	0.07666666666666667	0
kalipʰam	kaliffo	4	0.5	4	3	1	False	0.5	2.35	0.058750000000000004	0
kalɪkɛm	galidʃe	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.75	0.07857142857142857	0
kallɪdʊm	ɣaʎido	6	0.75	2	4	2	True	0.75	3.7	0.0925	0
kallɛm	kaʎe	4	0.6666666666666666	2	3	1	True	0.6666666666666666	3.2	0.10666666666666667	0
kallʊm	ɣaʎo	5	0.8333333333333334	1	4	1	True	0.8333333333333334	3.7	0.12333333333333334	0
kalorɛm	ʃalœʁ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.2	0.09142857142857143	0
kalʊmnɪam	ɣalunia	5	0.5555555555555556	4	3	2	True	0.5555555555555556	2.9	0.06444444444444444	0
kalwi	kalβiɾ	2	0.3333333333333333	4	1	0	True	0.4	1.75	0.07	0
kalwʊm	kalvo	3	0.5	3	2	1	True	0.5	1.45	0.04833333333333333	0
kalkɛm	kaltʃe	3	0.5	3	2	1	True	0.5	2.25	0.075	0
kalykɛm	ɣalis	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.2	0.09142857142857143	0
kamam	kɐmɐ	3	0.6	2	1	2	True	0.6	1.4	0.055999999999999994	0
kamaram	kɐmɐɾɐ	5	0.7142857142857143	2	2	3	True	0.7142857142857143	2.5999999999999996	0.07428571428571427	0
kambirɛ	kambjare	3	0.375	5	0	2	True	0.42857142857142855	1.5999999999999999	0.04571428571428571	0
kambɪʊm	ɣambjo	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.7	0.07714285714285715	0
kaminʊm	kamino	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.2	0.03428571428571429	0
kammarʊm	kamaɾo	4	0.5	4	3	1	True	0.5	3.2	0.08	0
kamminʊm	kammino	2	0.25	6	1	1	False	0.25	1.2	0.03	0
kampɛstrɛm	ɣampestre	4	0.4	6	2	2	True	0.4	1.9	0.038	0
kampɪkɛllʊm	ɣampidʃeʎo	8	0.7272727272727273	3	5	3	True	0.7272727272727273	5.2	0.09454545454545454	0
kampɪonɛm	ɣambjon	5	0.5555555555555556	4	3	2	True	0.5555555555555556	3.75	0.08333333333333333	0
kampsarɛ	gɐŋzaɹ	7	0.875	1	5	2	True	0.875	3.45	0.08625000000000001	0
kamʊm	kamo	2	0.4	3	1	1	True	0.4	1.2	0.048	0
kanalɪkʊlam	keʎɐ	10	0.9090909090909091	1	5	5	True	0.9090909090909091	7.8	0.14181818181818182	0
kanalɪkʊlʊm	ɣɐnɐliɣulʊ	7	0.6363636363636364	4	3	4	True	0.6363636363636364	2.8	0.050909090909090904	0
kaŋkɛllarɛ	ʃɑsle	9	0.9	1	5	4	True	0.9	6.4	0.128	0
kaŋkrʊm	ʃɑkʁ	6	0.8571428571428571	1	4	2	True	0.8571428571428571	4.2	0.12000000000000001	0
kandelam	gandela	2	0.25	6	2	0	False	0.25	1.25	0.03125	0
kandelabrʊm	kandelaβɾo	4	0.36363636363636365	7	3	1	False	0.36363636363636365	2.95	0.05363636363636364	0
kanderɛ	ɣanʤre	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.45	0.07	0
kandɪdʊm	ɣanʤdo	5	0.625	3	3	2	True	0.625	3.45	0.08625000000000001	0
kandorɛm	gandoɾ	4	0.5	4	3	1	False	0.5	2.65	0.06625	0
kaneskɛrɛ	kaneθeɾ	5	0.5555555555555556	4	3	2	True	0.5555555555555556	2.6	0.05777777777777778	0
kanikʊlam	ɣaniɣulə	5	0.5555555555555556	4	3	2	True	0.5555555555555556	2.8	0.06222222222222222	0
kaninʊm	kanin	2	0.2857142857142857	5	1	1	True	0.2857142857142857	2	0.05714285714285714	0
kanɪstrʊm	ɣanestro	4	0.4444444444444444	5	2	2	True	0.4444444444444444	1.7	0.03777777777777778	0
kannam	ɣana	3	0.5	3	3	0	True	0.5	2.5	0.08333333333333333	0
kannetʊm	kaɲeðo	5	0.625	3	4	1	True	0.625	3.2	0.08	0
kanɔnɛm	kanone	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.2	0.03428571428571429	0
kanorʊm	kanoɾo	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.2	0.06285714285714286	0
kantɪkʊm	ɣanʤɣo	6	0.75	2	4	2	True	0.75	3.7	0.0925	0
kantɪonɛm	ʃɑzo	8	0.8888888888888888	1	5	3	True	0.8888888888888888	5.95	0.1322222222222222	0
kantarɛ	ganta	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.25	0.06428571428571428	0
kantorɛm	kantor	2	0.25	6	1	1	True	0.25	2	0.05	0
kantʊm	ʃɑ	6	1.0	0	4	2	True	1.0	4.7	0.15666666666666668	0
kanʊm	kano	2	0.4	3	1	1	True	0.4	1.2	0.048	0
kanutʊm	kəɾunt	5	0.7142857142857143	3	2	2	True	0.7142857142857143	3.65	0.10428571428571429	0
kapabɪlɛm	ɣababl	5	0.5555555555555556	4	3	2	True	0.5555555555555556	3.75	0.08333333333333333	0
kapakɪtatɛm	ɣabadʃidade	9	0.8181818181818182	3	6	2	True	0.8181818181818182	3.95	0.07181818181818182	0
kapakɛm	ɣabas	5	0.7142857142857143	2	4	1	True	0.7142857142857143	3.25	0.09285714285714286	0
kapɛllʊm	ʃəvʁo	8	1.0	0	5	3	True	1.0	5.1	0.1275	0
kaprʊm	ɣabro	4	0.6666666666666666	2	3	1	True	0.6666666666666666	1.95	0.065	0
kapɪllʊm	ɣabeʎo	7	0.875	1	5	2	True	0.875	3.95	0.09875	0
kapɛrɛ	kaβeɾ	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.1	0.07	0
kapɪtatɪonɛm	ɣabitatsione	7	0.5833333333333334	6	3	3	False	0.5833333333333334	2.95	0.04916666666666667	0
kapɪtɛllʊm	ɣɐβɨdelʊ	8	0.8	2	5	3	True	0.8	3.8499999999999996	0.077	0
kapɪtɪʊm	kaβeθo	6	0.75	2	3	3	True	0.75	2.95	0.07375000000000001	0
kapɪtonɛm	ɣabitone	5	0.5555555555555556	4	3	2	True	0.5555555555555556	1.95	0.043333333333333335	0
kapɪtʊlatɪonɛm	ɣabitulaθjon	8	0.5714285714285714	6	4	4	True	0.5714285714285714	4.4	0.06285714285714286	0
kapɪtʊlʊm	ʃabidʁ	8	0.8888888888888888	1	5	3	True	0.8888888888888888	4.5	0.1	0
kaponɛm	ɣlabon	5	0.7142857142857143	3	3	1	True	0.7142857142857143	3.75	0.10714285714285714	0
kappɛllam	ɣabbeʎa	7	0.7777777777777778	2	6	1	False	0.7777777777777778	4.2	0.09333333333333334	0
kaprɪfikarɛ	kaβɾaiɣaɾ	7	0.6363636363636364	4	5	2	True	0.6363636363636364	4.800000000000001	0.08727272727272728	0
kaprilɛ	ɣabrile	3	0.42857142857142855	4	2	1	True	0.42857142857142855	0.95	0.027142857142857142	0
kaprinʊm	ɣabʁe	7	0.875	1	5	2	True	0.875	4.25	0.10625	0
kaptatɪonɛm	ɣatasjo	7	0.6363636363636364	4	5	2	True	0.6363636363636364	5.75	0.10454545454545454	0
kaptɪarɛ	kaθaɾ	5	0.625	3	3	2	True	0.625	3.65	0.09125	0
kaptɪosʊm	ɣabsjø	7	0.7777777777777778	2	4	3	False	0.7777777777777778	4.95	0.11	0
kaptiwʊm	ɣativ	5	0.625	3	4	1	True	0.625	3.75	0.09375	0
kaptarɛ	gəuda	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.6999999999999997	0.1057142857142857	0
kapturam	ɣatuɾə	5	0.625	3	4	1	True	0.625	3.7	0.0925	0
kapʊlʊm	gabbio	6	0.8571428571428571	1	4	2	False	0.8571428571428571	3.4	0.09714285714285714	0
kapʊlʊm	ɣabulo	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.3499999999999996	0.06714285714285713	0
karam	ɣaɾa	3	0.6	2	3	0	True	0.6	2.5	0.1	0
karbonɪʊm	ɣarbonio	4	0.4444444444444444	5	2	2	True	0.4444444444444444	1.7	0.03777777777777778	0
karbʊŋkʊlʊm	ɣɐɾəbuŋɣulʊ	8	0.7272727272727273	4	4	3	True	0.7272727272727273	5.0	0.09090909090909091	0
kardɪnɛm	kaʁn	5	0.625	3	3	2	True	0.625	4.5	0.1125	0
karerɛ	kaɾeθeɾ	4	0.5714285714285714	3	2	1	True	0.6666666666666666	2.7	0.09000000000000001	0
karɪkɛm	garidʃe	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.75	0.07857142857142857	0
karinam	ɣarena	3	0.42857142857142855	4	2	1	True	0.42857142857142855	1.5	0.04285714285714286	0
karmɛn	kaɾmen	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.2	0.04	0
